ID	Provider	2019-01-Steps	2019-02-Steps	2019-03-Steps	2019-04-Steps	2019-05-Steps	2019-06-Steps	2019-07-Steps	2019-08-Steps	2019-09-Steps	2019-10-Steps	2019-11-Steps	2019-12-Steps	2020-01-Steps	2020-02-Steps	2020-03-Steps	2020-04-Steps	2020-05-Steps	2020-06-Steps	2020-07-Steps	2020-08-Steps	2020-09-Steps	2020-10-Steps	2020-11-Steps	2020-12-Steps	2020-03-01-Steps	2020-03-13-Steps	2019-Steps	2020-Steps	2019-01-Mvpa	2019-02-Mvpa	2019-03-Mvpa	2019-04-Mvpa	2019-05-Mvpa	2019-06-Mvpa	2019-07-Mvpa	2019-08-Mvpa	2019-09-Mvpa	2019-10-Mvpa	2019-11-Mvpa	2019-12-Mvpa	2020-01-Mvpa	2020-02-Mvpa	2020-03-Mvpa	2020-04-Mvpa	2020-05-Mvpa	2020-06-Mvpa	2020-07-Mvpa	2020-08-Mvpa	2020-09-Mvpa	2020-10-Mvpa	2020-11-Mvpa	2020-12-Mvpa	2020-03-01-Mvpa	2020-03-13-Mvpa	2019-Mvpa	2020-Mvpa	2019-01-TEE	2019-02-TEE	2019-03-TEE	2019-04-TEE	2019-05-TEE	2019-06-TEE	2019-07-TEE	2019-08-TEE	2019-09-TEE	2019-10-TEE	2019-11-TEE	2019-12-TEE	2020-01-TEE	2020-02-TEE	2020-03-TEE	2020-04-TEE	2020-05-TEE	2020-06-TEE	2020-07-TEE	2020-08-TEE	2020-09-TEE	2020-10-TEE	2020-11-TEE	2020-12-TEE	2020-03-01-TEE	2020-03-13-TEE	2019-TEE	2020-TEE	2019-01-AEE	2019-02-AEE	2019-03-AEE	2019-04-AEE	2019-05-AEE	2019-06-AEE	2019-07-AEE	2019-08-AEE	2019-09-AEE	2019-10-AEE	2019-11-AEE	2019-12-AEE	2020-01-AEE	2020-02-AEE	2020-03-AEE	2020-04-AEE	2020-05-AEE	2020-06-AEE	2020-07-AEE	2020-08-AEE	2020-09-AEE	2020-10-AEE	2020-11-AEE	2020-12-AEE	2020-03-01-AEE	2020-03-13-AEE	2019-AEE	2020-AEE	2019-01-LPA	2019-02-LPA	2019-03-LPA	2019-04-LPA	2019-05-LPA	2019-06-LPA	2019-07-LPA	2019-08-LPA	2019-09-LPA	2019-10-LPA	2019-11-LPA	2019-12-LPA	2020-01-LPA	2020-02-LPA	2020-03-LPA	2020-04-LPA	2020-05-LPA	2020-06-LPA	2020-07-LPA	2020-08-LPA	2020-09-LPA	2020-10-LPA	2020-11-LPA	2020-12-LPA	2020-03-01-LPA	2020-03-13-LPA	2019-LPA	2020-LPA	2019-01-MPA	2019-02-MPA	2019-03-MPA	2019-04-MPA	2019-05-MPA	2019-06-MPA	2019-07-MPA	2019-08-MPA	2019-09-MPA	2019-10-MPA	2019-11-MPA	2019-12-MPA	2020-01-MPA	2020-02-MPA	2020-03-MPA	2020-04-MPA	2020-05-MPA	2020-06-MPA	2020-07-MPA	2020-08-MPA	2020-09-MPA	2020-10-MPA	2020-11-MPA	2020-12-MPA	2020-03-01-MPA	2020-03-13-MPA	2019-MPA	2020-MPA	2019-01-VPA	2019-02-VPA	2019-03-VPA	2019-04-VPA	2019-05-VPA	2019-06-VPA	2019-07-VPA	2019-08-VPA	2019-09-VPA	2019-10-VPA	2019-11-VPA	2019-12-VPA	2020-01-VPA	2020-02-VPA	2020-03-VPA	2020-04-VPA	2020-05-VPA	2020-06-VPA	2020-07-VPA	2020-08-VPA	2020-09-VPA	2020-10-VPA	2020-11-VPA	2020-12-VPA	2020-03-01-VPA	2020-03-13-VPA	2019-VPA	2020-VPA	2019-01-SED	2019-02-SED	2019-03-SED	2019-04-SED	2019-05-SED	2019-06-SED	2019-07-SED	2019-08-SED	2019-09-SED	2019-10-SED	2019-11-SED	2019-12-SED	2020-01-SED	2020-02-SED	2020-03-SED	2020-04-SED	2020-05-SED	2020-06-SED	2020-07-SED	2020-08-SED	2020-09-SED	2020-10-SED	2020-11-SED	2020-12-SED	2020-03-01-SED	2020-03-13-SED	2019-SED	2020-SED
69	Fitbit	NULL	NULL	NULL	NULL	NULL	NULL	17170	16547	16109	17053	15175	15940	14701	16972	14697	13524	14084	14402	15910	12299	13449	14389	14683	14802	16170	13766	16294	14484	NULL	NULL	NULL	NULL	NULL	NULL	98	81	87	100	79	73	75	107	71	71	83	77	83	74	83	78	86	69	74	69	86	80	NULL	NULL	NULL	NULL	NULL	NULL	2324	2313	2246	2275	2197	2293	2181	2285	2186	2122	2138	2221	2245	2107	2136	2218	2190	2221	2263	2137	2273	2187	NULL	NULL	NULL	NULL	NULL	NULL	1374	1377	1290	1311	1222	1362	1203	1310	1218	1133	1146	1260	1308	1150	1158	1263	1217	1275	1320	1154	1320	1220	NULL	NULL	NULL	NULL	NULL	NULL	287	181	106	74	57	59	41	30	33	27	23	25	24	21	17	19	15	18	15	19	294	190	NULL	NULL	NULL	NULL	NULL	NULL	33	16	10	7	3	3	2	2	1	1	2	2	2	2	2	1	1	1	0	1	24	16	NULL	NULL	NULL	NULL	NULL	NULL	65	29	22	20	13	10	8	10	6	5	5	4	4	3	3	3	3	2	2	3	61	38	NULL	NULL	NULL	NULL	NULL	NULL	1054	581	394	295	229	185	165	135	126	112	104	87	83	79	73	69	64	60	51	79	1056	729
70	Garmin	7267	8054	8047	8534	9058	11077	8672	8071	10952	8445	8279	7163	6367	7890	7313	8571	9115	12786	11170	10078	10129	9090	8415	7978	7191	7390	8644	9099	4	7	9	12	15	22	5	8	18	14	6	2	9	21	15	18	29	31	51	34	48	24	51	69	7	20	10	33	1727	1719	1806	1788	1843	1874	1793	1775	1847	1752	1728	1721	1759	1810	1725	1774	1841	2052	2203	2125	2186	1949	2781	2828	1655	1769	1782	2080	262	254	341	323	376	413	336	331	388	295	278	302	308	368	279	323	387	515	677	624	693	476	1311	1357	204	327	326	603	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	6	3	2	2	2	2	2	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	2	0	0	7	10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
71	Fitbit	10617	10363	10303	11734	9405	12719	12869	6682	12059	10620	10315	7852	9202	10822	12972	18669	14588	14150	14942	14619	15991	16827	20355	19126	18722	9945	10466	15202	50	46	57	57	40	50	50	26	59	56	41	36	49	51	75	130	102	97	104	89	97	106	125	105	110	57	48	94	2307	2330	2285	2452	2323	2499	2504	2059	2435	2349	2276	2135	2185	2292	2368	2663	2519	2577	2609	2554	2659	2697	2948	2897	2688	2200	2329	2582	1060	1099	1025	1250	1079	1246	1341	748	1217	1098	1012	830	880	1022	1129	1496	1306	1367	1420	1362	1498	1543	1890	1840	1525	921	1085	1398	225	118	69	64	49	33	46	19	29	24	21	16	14	14	13	13	12	12	12	12	12	11	13	14	6	7	235	121	22	10	8	6	4	2	3	1	4	3	2	1	2	1	2	4	2	2	2	1	1	2	2	2	1	1	23	20	28	11	11	7	4	3	3	1	2	2	1	1	2	1	2	4	3	3	3	2	2	3	3	2	1	1	24	27	666	302	229	155	130	79	88	76	78	74	63	63	57	49	44	37	39	37	35	31	27	27	20	21	13	31	660	310
72	Garmin	9181	10468	8254	10574	10267	11729	8093	9956	9572	8519	10309	8944	11861	8487	9055	8541	11257	18290	11537	10950	10771	9506	10699	8486	9479	8788	9639	10817	8	18	1	15	0	19	13	10	9	2	5	8	17	6	10	4	9	23	24	8	10	8	8	5	11	10	9	11	2462	2503	2348	2559	3021	2761	2463	2418	2376	2414	2475	2469	2570	2385	2502	2436	2564	2793	2589	2514	2469	2428	2471	2378	2526	2488	2522	2510	360	422	235	421	398	530	339	315	310	277	370	349	460	286	406	321	458	698	525	431	389	354	370	279	432	390	359	417	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	7	0	3	0	3	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	8	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
73	Garmin	11080	13635	12213	16736	18307	14642	15144	17093	14149	14325	15927	16286	15089	13906	13695	16234	14435	16045	15236	14854	17176	2902	1647	13722	12011	14760	14968	14930	31	32	42	47	50	23	38	46	29	47	50	54	46	46	46	75	55	51	71	56	77	NULL	NULL	64	50	43	41	58	2052	2136	2107	2202	2322	2122	2176	2342	2153	2201	2250	2336	2210	2243	2164	2379	2261	2278	2324	2257	2346	1097	1602	2215	2200	2141	2201	2260	467	543	524	614	741	545	594	759	561	608	654	745	633	663	590	807	689	712	756	679	766	61	35	644	627	567	614	688	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	1	2	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	NULL	NULL	0	0	0	6	6	23	13	12	10	9	3	4	4	2	3	3	4	3	2	2	3	2	2	2	2	2	NULL	NULL	2	1	1	34	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
74	Garmin	NULL	NULL	NULL	10351	10773	10026	10311	9277	6862	7111	6578	9154	6702	6234	7574	8933	9123	7651	9459	8559	8644	8284	5857	4885	6856	7990	8889	7814	NULL	NULL	NULL	7	18	16	10	16	7	13	8	10	10	5	8	8	5	8	2	4	2	3	1	NULL	12	5	12	4	NULL	NULL	NULL	2513	2686	2537	2533	2547	2294	2422	2267	2356	2244	2101	2297	2244	2394	2325	2247	2314	2257	2274	2220	2148	2269	2313	2464	2267	NULL	NULL	NULL	661	830	704	712	748	522	606	505	540	481	361	486	456	593	521	443	523	468	496	454	373	457	502	652	479	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	10	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	0	0	7	1	NULL	NULL	NULL	4	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL	0	0	5	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
75	Garmin	10495	10106	8187	8602	8969	8652	9665	9873	9414	8393	9221	8723	10036	8599	7082	7740	7852	10031	11130	11068	9839	10114	7995	8366	7124	7055	9184	9167	17	3	2	4	5	4	13	10	5	8	11	7	13	11	1	6	1	8	10	4	4	4	9	17	2	0	8	7	2706	2559	2554	2493	2610	2565	2628	2656	2671	2564	2653	2512	2696	2590	2488	2512	2475	2600	2617	2651	2587	2578	2515	2610	2526	2463	2599	2576	560	400	409	335	451	412	469	527	534	410	500	388	548	470	343	364	327	452	469	503	443	430	367	462	378	320	451	431	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
76	Fitbit	8864	8044	6169	8069	9240	12037	9056	9475	8185	6262	6887	5295	5780	6239	4293	5478	6136	9088	7487	5743	6588	5292	4767	6328	4264	4312	8191	6026	32	31	22	22	25	56	23	20	26	19	20	14	13	19	18	20	13	33	33	19	14	15	21	24	8	24	26	20	3701	3595	3335	3465	3562	3682	3479	3549	3400	3247	3382	3199	3243	3435	3100	3332	3300	3475	3390	3177	3298	3159	3060	3164	3016	3154	3472	3262	1361	1738	966	1352	1842	1984	1674	1258	1587	1370	1271	1022	1147	1384	1133	1492	1458	1691	1559	1281	1452	1251	1165	1346	935	1259	1458	1357	203	133	52	57	64	47	40	27	28	24	18	11	15	16	13	16	16	12	12	10	12	10	8	3	4	8	240	112	25	11	5	4	4	4	2	2	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	18	6	6	3	1	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	961	326	332	211	140	107	105	116	84	75	74	57	68	59	67	47	50	38	40	42	44	35	32	13	33	35	813	404
77	Garmin	5593	5490	7155	5552	7273	8200	5467	6418	6051	6098	6321	4946	5615	7192	9132	8145	9425	9881	13070	10407	9521	10670	10392	7972	9781	8685	6284	9420	12	12	14	22	21	33	34	41	29	23	35	64	39	37	41	50	41	55	36	56	30	26	31	30	48	36	26	39	2140	2197	2202	2150	2245	2275	2084	2070	2181	2242	2219	2428	2179	2269	2255	2339	2326	2432	2385	2368	2199	2202	2167	2164	2342	2195	2203	2277	400	457	462	410	505	535	344	298	306	367	358	590	347	437	423	507	547	661	622	630	465	468	433	430	510	363	428	503	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	2	2	3	2	3	1	2	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	14	5	5	3	2	2	1	1	1	0	1	0	1	2	1	1	1	1	2	2	1	3	1	1	1	1	0	0	11	15	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
78	Garmin	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7874	8473	8675	7690	8499	10122	8592	14426	13188	16363	15589	10769	8850	9603	5731	10290	8419	11255	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	43	34	49	62	38	51	39	86	52	68	68	43	46	56	25	47	35	55	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2363	2536	2448	2437	2478	2614	2592	2858	2679	2806	2745	2492	2442	2491	2363	2552	2520	2603	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	375	566	597	599	525	632	610	876	697	824	807	592	516	565	417	595	549	662	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	12	4	10	2	1	2	6	0	1	1	0	1	0	1	1	12	13	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	38	19	20	11	8	10	4	7	6	7	6	3	2	1	2	6	22	38	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
79	Fitbit	10837	10249	11863	10403	12960	11441	10204	11917	10749	10625	10115	8027	9784	10799	7809	7720	7461	8932	9242	9348	10829	10300	7756	8571	10134	6341	10788	9039	61	38	50	42	71	48	39	59	38	34	42	22	34	43	19	27	16	24	37	45	64	41	23	21	28	13	45	33	3454	3304	3432	3202	3419	3265	3205	3400	3309	3219	3227	3022	3219	3273	2953	2949	2899	3122	3212	3189	3436	3350	3070	3109	3217	2786	3288	3148	1933	1759	1944	1641	1861	1701	1633	1852	1775	1678	1649	1373	1642	1712	1368	1311	1260	1502	1579	1549	1810	1758	1405	1494	1708	1152	1733	1532	313	149	113	74	56	48	41	37	35	31	25	22	23	20	19	15	15	15	15	13	12	13	11	12	9	10	298	140	33	10	8	6	6	4	2	2	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	21	8	28	8	9	4	8	3	3	4	2	2	2	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	23	8	644	329	234	171	135	113	99	83	72	68	61	62	53	46	47	45	43	38	37	35	31	30	31	29	17	30	677	350
80	Garmin	8616	9342	11158	12127	14696	15594	15319	14104	13758	8636	9843	10611	9663	11221	9495	NULL	NULL	13446	13363	12680	11790	13306	17338	9621	9900	8525	12048	12671	32	31	44	51	58	46	53	43	30	21	15	22	6	23	30	NULL	NULL	46	36	41	46	43	38	30	28	35	38	33	2442	2350	2406	2509	2720	2591	2506	2572	2496	2226	2465	2354	2320	2307	2325	NULL	NULL	2324	2159	2264	2228	2252	2335	2047	2396	2154	2472	2271	752	715	723	814	1025	896	809	879	827	529	770	683	633	621	641	NULL	NULL	625	474	601	587	574	668	370	712	473	787	593	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	19	4	7	4	2	2	3	1	0	0	0	0	0	0	0	NULL	NULL	0	0	0	0	0	0	0	0	0	13	3	13	9	7	8	9	5	4	4	2	1	1	1	0	0	0	NULL	NULL	1	1	1	0	2	1	0	0	0	24	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
81	Garmin	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5329	6375	6295	6148	8676	9058	5705	10252	8185	6547	6238	6685	6179	NULL	7326	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	1	2	0	4	7	4	25	15	6	0	NULL	1	NULL	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2598	2602	2520	2562	2658	2710	2591	3029	2475	2440	2386	2625	2588	NULL	2603	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	423	427	345	387	483	535	416	854	297	265	211	450	413	NULL	427	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0	1	0	1	1	0	2	1	0	0	NULL	0	NULL	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	0	0	0	0	0	0	NULL	NULL	0	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
82	Fitbit	NULL	NULL	8169	8270	7566	9138	9255	8660	8860	8405	9005	7289	10317	9656	9626	11025	10628	10213	11340	11363	10907	10539	11568	11596	10496	9077	8473	10729	NULL	NULL	33	35	27	38	48	35	36	23	30	9	50	39	35	55	42	28	39	41	32	40	38	41	37	34	31	40	NULL	NULL	2458	2362	2399	2470	2538	2358	2429	2396	2366	2229	2531	2466	2432	2432	2347	2311	2344	2288	2320	2268	2267	2284	2546	2361	2400	2357	NULL	NULL	1262	1132	1170	1251	1342	1098	1222	1189	1145	996	1345	1276	1237	1240	1191	1186	1225	1110	1208	1160	1185	1200	1380	1147	1180	1213	NULL	NULL	309	153	107	76	64	44	42	40	31	27	27	23	21	16	17	18	14	14	15	14	13	13	9	12	288	151	NULL	NULL	19	12	6	6	6	3	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	18	4	NULL	NULL	13	7	3	3	3	2	2	1	1	0	3	2	2	3	2	1	1	1	1	1	1	1	0	1	12	17	NULL	NULL	632	361	238	166	135	119	86	80	72	64	53	49	50	46	46	41	34	41	32	33	30	29	20	31	636	350
83	Fitbit	10602	9653	12518	11456	12442	10100	11522	12271	9555	10336	8813	8862	10618	11254	9460	8600	NULL	NULL	11398	10739	11457	9694	6166	8279	8983	9762	10684	9779	74	64	98	64	66	40	68	59	48	56	50	37	56	69	69	50	NULL	NULL	39	28	55	25	15	19	64	72	62	42	2366	2262	2383	2362	2417	2232	2397	2381	2169	2261	2137	2160	2300	2336	2215	2140	NULL	NULL	2289	2217	2374	2180	1894	2033	2184	2234	2293	2198	1319	1185	1320	1336	1395	1193	1368	1358	1095	1197	1043	1121	1293	1321	1149	1063	NULL	NULL	1288	1195	1344	1135	754	936	1119	1169	1241	1148	291	123	83	63	69	18	22	51	35	34	25	27	29	23	18	11	NULL	NULL	19	22	18	18	11	13	7	11	287	142	50	18	18	8	8	1	3	5	4	4	3	2	3	2	2	1	NULL	NULL	1	1	1	0	0	0	1	1	38	11	23	11	15	5	5	0	1	4	2	2	2	1	1	2	2	1	NULL	NULL	1	0	1	0	0	0	0	1	23	9	639	319	222	131	127	39	46	91	93	77	69	56	51	44	49	30	NULL	NULL	32	38	35	36	35	41	21	28	642	305
84	Garmin	6833	6137	8002	8138	7316	9022	6865	10396	9401	7347	8891	5872	4910	5437	6284	4663	5005	7824	8214	7923	7784	7811	6452	7902	7175	5761	7784	6791	57	44	82	71	43	76	64	103	92	78	65	57	44	56	50	31	7	34	28	30	45	32	43	49	68	40	68	37	1528	1508	1828	1793	1560	1589	1445	2028	2016	1792	1643	1868	1994	1869	1989	1812	2002	2110	2141	2034	2065	2029	2070	2141	2070	1941	1724	2027	431	402	548	530	381	503	518	694	612	538	422	570	443	451	441	282	409	517	548	476	472	435	496	567	507	403	513	462	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	26	6	5	3	2	2	2	7	4	0	2	3	2	1	2	2	0	1	1	0	0	0	0	0	0	1	22	8	31	20	24	13	5	7	6	7	4	4	6	4	3	2	3	1	0	1	1	1	2	1	2	1	2	1	46	15	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
85	Garmin	12914	14639	14373	14265	16288	13320	17634	18034	18279	16778	17660	19114	16403	16111	19737	19715	20586	19882	14723	17086	9718	11528	13518	16203	19078	20154	16123	16275	115	128	130	134	147	90	124	173	165	164	171	193	129	123	136	117	119	130	93	147	141	161	97	114	152	126	145	126	3297	3304	3382	3385	3389	3003	3295	3498	3524	3453	3501	3579	3331	3258	3425	3276	3312	3303	3002	3358	3252	3587	3121	3274	3555	3343	3385	3293	1150	1159	1238	1239	1254	868	1160	1367	1402	1329	1382	1463	1229	1185	1339	1175	1215	1212	894	1266	1174	1466	1005	1157	1470	1257	1252	1194	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	21	14	9	6	6	3	4	4	3	3	2	3	1	1	1	1	1	1	1	1	1	1	0	0	0	0	29	13	94	46	35	27	24	11	14	17	14	13	12	13	8	6	7	5	5	5	3	5	4	5	3	3	3	4	115	48	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
86	Garmin	7877	8093	11244	NULL	NULL	NULL	NULL	NULL	13543	14657	14692	14132	14895	15935	16717	15438	16617	16574	16312	16519	15039	18490	16640	16681	19276	15100	12394	16323	78	47	57	NULL	NULL	NULL	NULL	NULL	57	95	58	59	96	61	111	128	104	121	93	132	88	104	95	99	86	126	66	103	2819	2566	2605	NULL	NULL	NULL	NULL	NULL	2528	3534	3615	3457	3866	3380	3481	3711	3440	3770	3482	3553	3331	3414	3355	3296	3394	3536	3160	3510	931	712	783	NULL	NULL	NULL	NULL	NULL	1030	1507	1516	1355	1778	1312	1415	1647	1376	1706	1433	1495	1267	1367	1291	1232	1325	1472	1194	1446	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	25	4	4	NULL	NULL	NULL	NULL	NULL	0	2	2	2	2	1	2	3	2	2	2	5	1	1	0	1	0	2	12	17	52	11	17	NULL	NULL	NULL	NULL	NULL	5	24	11	9	13	6	11	10	8	8	5	5	4	5	4	3	4	7	53	55	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
87	Garmin	10621	6878	8514	5948	7337	6445	9072	5686	7621	5766	4285	5635	7751	7067	7335	7652	5811	6969	6574	9185	7783	8054	6755	7293	6414	7917	6995	7355	37	14	31	17	25	38	61	31	37	16	3	12	25	19	26	5	15	28	30	34	28	20	3	18	20	30	27	21	2726	2474	2706	2517	2735	2983	2901	2586	2656	2470	2353	2453	2646	2556	2625	2500	2658	2881	2836	2946	2624	2677	2543	2657	2557	2668	2631	2681	621	369	604	412	630	886	808	493	563	374	260	360	518	420	492	364	522	745	700	810	488	542	407	521	421	537	533	546	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10	1	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	27	5	8	3	3	4	6	3	3	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	20	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
